Date,KO,DUK
2011-02-09,31.575000762939453,53.4900016784668
2011-02-10,31.770000457763672,53.58000183105469
2011-02-11,31.78499984741211,53.52000045776367
2011-02-14,31.56999969482422,53.06999969482422
2011-02-15,31.594999313354492,53.66999816894531
2011-02-16,31.700000762939453,53.099998474121094
2011-02-17,32.275001525878906,54.36000061035156
2011-02-18,32.275001525878906,53.81999969482422
2011-02-22,31.8799991607666,53.939998626708984
2011-02-23,31.954999923706055,53.70000076293945
2011-02-24,31.940000534057617,53.459999084472656
2011-02-25,32.154998779296875,53.61000061035156
2011-02-28,31.959999084472656,53.970001220703125
2011-03-01,32.45500183105469,53.63999938964844
2011-03-02,32.21500015258789,53.880001068115234
2011-03-03,32.78499984741211,54.2400016784668
2011-03-04,32.60499954223633,53.939998626708984
2011-03-07,32.61000061035156,54.41999816894531
2011-03-08,32.81999969482422,54.720001220703125
2011-03-09,32.810001373291016,55.31999969482422
2011-03-10,32.64500045776367,54.959999084472656
2011-03-11,32.404998779296875,55.290000915527344
2011-03-14,31.969999313354492,54.540000915527344
2011-03-15,31.51499938964844,53.70000076293945
2011-03-16,30.799999237060547,52.95000076293945
2011-03-17,31.13999938964844,52.79999923706055
2011-03-18,31.350000381469727,52.88999938964844
2011-03-21,31.78499984741211,53.15999984741211
2011-03-22,31.7549991607666,53.279998779296875
2011-03-23,32.1349983215332,53.459999084472656
2011-03-24,32.345001220703125,53.61000061035156
2011-03-25,32.61000061035156,53.459999084472656
2011-03-28,32.51499938964844,53.58000183105469
2011-03-29,32.86000061035156,54.150001525878906
2011-03-30,33.02000045776367,54.5099983215332
2011-03-31,33.16999816894531,54.45000076293945
2011-04-01,33.61000061035156,55.2599983215332
2011-04-04,33.83000183105469,55.13999938964844
2011-04-05,33.73500061035156,55.22999954223633
2011-04-06,33.814998626708984,55.68000030517578
2011-04-07,33.720001220703125,55.13999938964844
2011-04-08,33.6349983215332,55.22999954223633
2011-04-11,33.70000076293945,54.47999954223633
2011-04-12,33.45000076293945,53.970001220703125
2011-04-13,33.63999938964844,54.2400016784668
2011-04-14,34.154998779296875,54.630001068115234
2011-04-15,34.005001068115234,55.11000061035156
2011-04-18,33.654998779296875,54.630001068115234
2011-04-19,33.54499816894531,54.65999984741211
2011-04-20,33.92499923706055,55.31999969482422
2011-04-21,33.939998626708984,55.349998474121094
2011-04-25,33.869998931884766,55.290000915527344
2011-04-26,33.46500015258789,55.470001220703125
2011-04-27,33.5,55.619998931884766
2011-04-28,33.70500183105469,56.040000915527344
2011-04-29,33.72999954223633,55.95000076293945
2011-05-02,33.86000061035156,56.400001525878906
2011-05-03,33.939998626708984,56.34000015258789
2011-05-04,33.72999954223633,56.54999923706055
2011-05-05,33.349998474121094,56.15999984741211
2011-05-06,33.45000076293945,56.15999984741211
2011-05-09,33.474998474121094,56.61000061035156
2011-05-10,33.66999816894531,57.029998779296875
2011-05-11,33.65999984741211,56.90999984741211
2011-05-12,34.154998779296875,57.689998626708984
2011-05-13,34.09000015258789,57.65999984741211
2011-05-16,33.915000915527344,57.900001525878906
2011-05-17,33.994998931884766,58.439998626708984
2011-05-18,34.150001525878906,57.41999816894531
2011-05-19,34.22999954223633,57.209999084472656
2011-05-20,34.150001525878906,57.029998779296875
2011-05-23,33.744998931884766,56.400001525878906
2011-05-24,33.73500061035156,56.220001220703125
2011-05-25,33.45500183105469,56.0099983215332
2011-05-26,33.349998474121094,55.79999923706055
2011-05-27,33.255001068115234,55.86000061035156
2011-05-31,33.404998779296875,56.25
2011-06-01,33.380001068115234,55.7400016784668
2011-06-02,33.02000045776367,55.83000183105469
2011-06-03,32.76499938964844,55.349998474121094
2011-06-06,32.709999084472656,55.11000061035156
2011-06-07,32.599998474121094,55.13999938964844
2011-06-08,32.70000076293945,55.380001068115234
2011-06-09,32.94499969482422,55.22999954223633
2011-06-10,32.69499969482422,54.84000015258789
2011-06-13,32.560001373291016,55.5
2011-06-14,32.80500030517578,55.619998931884766
2011-06-15,32.48500061035156,55.16999816894531
2011-06-16,32.744998931884766,56.040000915527344
2011-06-17,32.810001373291016,56.220001220703125
2011-06-20,32.915000915527344,56.4900016784668
2011-06-21,33.130001068115234,56.400001525878906
2011-06-22,33.20000076293945,56.06999969482422
2011-06-23,32.4900016784668,55.650001525878906
2011-06-24,32.46500015258789,55.529998779296875
2011-06-27,32.60499954223633,55.86000061035156
2011-06-28,33.01499938964844,55.88999938964844
2011-06-29,33.35499954223633,56.34000015258789
2011-06-30,33.64500045776367,56.4900016784668
2011-07-01,34.04499816894531,57.209999084472656
2011-07-05,34.150001525878906,57.209999084472656
2011-07-06,34.26499938964844,57.209999084472656
2011-07-07,34.375,57.27000045776367
2011-07-08,34.34000015258789,57.27000045776367
2011-07-11,34.04999923706055,57.18000030517578
2011-07-12,33.92499923706055,57.36000061035156
2011-07-13,34.029998779296875,57.060001373291016
2011-07-14,33.834999084472656,56.66999816894531
2011-07-15,33.76499938964844,56.54999923706055
2011-07-18,33.560001373291016,55.88999938964844
2011-07-19,34.65999984741211,56.279998779296875
2011-07-20,34.435001373291016,56.4900016784668
2011-07-21,34.66999816894531,57.29999923706055
2011-07-22,34.8650016784668,56.849998474121094
2011-07-25,34.630001068115234,56.7599983215332
2011-07-26,34.595001220703125,56.459999084472656
2011-07-27,34.345001220703125,56.279998779296875
2011-07-28,34.404998779296875,55.86000061035156
2011-07-29,34.005001068115234,55.79999923706055
2011-08-01,33.8650016784668,56.099998474121094
2011-08-02,33.53499984741211,55.650001525878906
2011-08-03,34.20000076293945,55.349998474121094
2011-08-04,32.90999984741211,54.060001373291016
2011-08-05,33.3849983215332,54.36000061035156
2011-08-08,32.560001373291016,51.810001373291016
2011-08-09,33.34000015258789,53.58000183105469
2011-08-10,31.979999542236328,51.75
2011-08-11,33.23500061035156,54.060001373291016
2011-08-12,33.56999969482422,53.459999084472656
2011-08-15,34.099998474121094,55.20000076293945
2011-08-16,34.084999084472656,54.869998931884766
2011-08-17,34.63999938964844,55.40999984741211
2011-08-18,33.880001068115234,55.11000061035156
2011-08-19,33.54999923706055,54.720001220703125
2011-08-22,33.6349983215332,55.04999923706055
2011-08-23,34.529998779296875,55.470001220703125
2011-08-24,34.84000015258789,56.61000061035156
2011-08-25,33.98500061035156,55.68000030517578
2011-08-26,34.25,55.68000030517578
2011-08-29,34.8650016784668,56.310001373291016
2011-08-30,34.93000030517578,56.310001373291016
2011-08-31,35.224998474121094,56.72999954223633
2011-09-01,35.224998474121094,56.43000030517578
2011-09-02,34.869998931884766,56.34000015258789
2011-09-06,34.71500015258789,55.91999816894531
2011-09-07,35.400001525878906,56.34000015258789
2011-09-08,35.584999084472656,56.43000030517578
2011-09-09,34.685001373291016,55.650001525878906
2011-09-12,34.689998626708984,56.58000183105469
2011-09-13,34.54999923706055,56.939998626708984
2011-09-14,34.8849983215332,57.2400016784668
2011-09-15,35.5099983215332,58.20000076293945
2011-09-16,35.6150016784668,58.709999084472656
2011-09-19,35.244998931884766,58.650001525878906
2011-09-20,35.32500076293945,59.25
2011-09-21,34.63999938964844,58.97999954223633
2011-09-22,33.90999984741211,58.470001220703125
2011-09-23,33.709999084472656,59.369998931884766
2011-09-26,34.380001068115234,59.81999969482422
2011-09-27,34.78499984741211,59.70000076293945
2011-09-28,34.029998779296875,59.63999938964844
2011-09-29,34.525001525878906,60.38999938964844
2011-09-30,33.779998779296875,59.970001220703125
2011-10-03,32.709999084472656,59.130001068115234
2011-10-04,32.6150016784668,58.91999816894531
2011-10-05,32.76499938964844,58.470001220703125
2011-10-06,32.69499969482422,58.79999923706055
2011-10-07,32.95000076293945,59.369998931884766
2011-10-10,33.45000076293945,60.779998779296875
2011-10-11,33.400001525878906,59.790000915527344
2011-10-12,33.7400016784668,59.400001525878906
2011-10-13,33.70000076293945,59.400001525878906
2011-10-14,33.92499923706055,59.7599983215332
2011-10-17,33.5,60.33000183105469
2011-10-18,33.369998931884766,60.36000061035156
2011-10-19,33.51499938964844,60.599998474121094
2011-10-20,33.560001373291016,60.720001220703125
2011-10-21,34.095001220703125,61.650001525878906
2011-10-24,33.935001373291016,61.08000183105469
2011-10-25,33.474998474121094,60.41999816894531
2011-10-26,33.73500061035156,60.900001525878906
2011-10-27,34.28499984741211,61.88999938964844
2011-10-28,34.46500015258789,61.380001068115234
2011-10-31,34.15999984741211,61.2599983215332
2011-11-01,33.52000045776367,60.599998474121094
2011-11-02,33.8849983215332,61.290000915527344
2011-11-03,34.32500076293945,62.43000030517578
2011-11-04,33.88999938964844,61.91999816894531
2011-11-07,34.10499954223633,62.54999923706055
2011-11-08,34.32500076293945,62.4900016784668
2011-11-09,33.51499938964844,61.68000030517578
2011-11-10,33.69499969482422,62.25
2011-11-11,34.060001373291016,63.0
2011-11-14,33.89500045776367,62.4900016784668
2011-11-15,34.0,62.040000915527344
2011-11-16,33.505001068115234,60.689998626708984
2011-11-17,33.310001373291016,60.29999923706055
2011-11-18,33.69499969482422,60.5099983215332
2011-11-21,32.974998474121094,60.09000015258789
2011-11-22,32.98500061035156,59.7599983215332
2011-11-23,32.435001373291016,58.88999938964844
2011-11-25,32.369998931884766,59.369998931884766
2011-11-28,32.584999084472656,59.970001220703125
2011-11-29,33.095001220703125,60.630001068115234
2011-11-30,33.6150016784668,62.54999923706055
2011-12-01,33.415000915527344,62.099998474121094
2011-12-02,33.189998626708984,61.86000061035156
2011-12-05,33.154998779296875,62.099998474121094
2011-12-06,33.34000015258789,62.040000915527344
2011-12-07,33.38999938964844,62.130001068115234
2011-12-08,33.3650016784668,61.470001220703125
2011-12-09,33.78499984741211,62.58000183105469
2011-12-12,33.44499969482422,61.83000183105469
2011-12-13,33.2400016784668,62.61000061035156
2011-12-14,33.130001068115234,62.54999923706055
2011-12-15,33.44499969482422,63.119998931884766
2011-12-16,33.720001220703125,63.029998779296875
2011-12-19,33.685001373291016,62.90999984741211
2011-12-20,34.20000076293945,64.19999694824219
2011-12-21,34.78499984741211,64.94999694824219
2011-12-22,34.595001220703125,64.88999938964844
2011-12-23,34.970001220703125,65.66999816894531
2011-12-27,34.939998626708984,65.97000122070312
2011-12-28,34.755001068115234,65.7300033569336
2011-12-29,35.08000183105469,66.18000030517578
2011-12-30,34.98500061035156,66.0
2012-01-03,35.06999969482422,64.86000061035156
2012-01-04,34.849998474121094,64.55999755859375
2012-01-05,34.685001373291016,64.52999877929688
2012-01-06,34.46500015258789,64.52999877929688
2012-01-09,34.46500015258789,64.41000366210938
2012-01-10,34.66999816894531,64.41000366210938
2012-01-11,34.029998779296875,64.19999694824219
2012-01-12,33.78499984741211,63.84000015258789
2012-01-13,33.494998931884766,63.93000030517578
2012-01-17,33.67499923706055,63.959999084472656
2012-01-18,33.79499816894531,63.959999084472656
2012-01-19,33.724998474121094,63.720001220703125
2012-01-20,34.04499816894531,63.900001525878906
2012-01-23,34.26499938964844,63.810001373291016
2012-01-24,33.95000076293945,63.41999816894531
2012-01-25,34.21500015258789,64.08000183105469
2012-01-26,34.005001068115234,64.41000366210938
2012-01-27,33.720001220703125,63.540000915527344
2012-01-30,33.72999954223633,63.38999938964844
2012-01-31,33.76499938964844,63.93000030517578
2012-02-01,33.92499923706055,64.37999725341797
2012-02-02,33.915000915527344,64.11000061035156
2012-02-03,34.040000915527344,64.19999694824219
2012-02-06,34.01499938964844,63.810001373291016
2012-02-07,34.275001525878906,64.44000244140625
2012-02-08,34.165000915527344,64.13999938964844
2012-02-09,33.98500061035156,64.37999725341797
2012-02-10,33.970001220703125,64.44000244140625
2012-02-13,34.220001220703125,64.31999969482422
2012-02-14,34.45000076293945,64.5
2012-02-15,34.20000076293945,62.61000061035156
2012-02-16,34.43000030517578,63.29999923706055
2012-02-17,34.525001525878906,62.70000076293945
2012-02-21,34.40999984741211,62.58000183105469
2012-02-22,34.625,62.790000915527344
2012-02-23,34.59000015258789,62.66999816894531
2012-02-24,34.5,63.29999923706055
2012-02-27,34.415000915527344,63.209999084472656
2012-02-28,34.42499923706055,63.029998779296875
2012-02-29,34.93000030517578,62.7599983215332
2012-03-01,34.79999923706055,62.970001220703125
2012-03-02,34.59000015258789,63.119998931884766
2012-03-05,34.6150016784668,63.27000045776367
2012-03-06,34.380001068115234,63.060001373291016
2012-03-07,34.39500045776367,63.09000015258789
2012-03-08,34.6349983215332,63.45000076293945
2012-03-09,34.755001068115234,63.45000076293945
2012-03-12,35.07500076293945,64.11000061035156
2012-03-13,35.125,64.29000091552734
2012-03-14,35.11000061035156,63.45000076293945
2012-03-15,35.165000915527344,63.38999938964844
2012-03-16,35.08000183105469,63.209999084472656
2012-03-19,35.20000076293945,62.81999969482422
2012-03-20,35.29499816894531,62.66999816894531
2012-03-21,35.560001373291016,62.52000045776367
2012-03-22,35.709999084472656,62.61000061035156
2012-03-23,35.744998931884766,62.369998931884766
2012-03-26,35.95000076293945,62.90999984741211
2012-03-27,35.935001373291016,63.18000030517578
2012-03-28,36.33000183105469,62.72999954223633
2012-03-29,36.904998779296875,62.72999954223633
2012-03-30,37.005001068115234,63.029998779296875
2012-04-02,37.06999969482422,63.29999923706055
2012-04-03,36.880001068115234,63.41999816894531
2012-04-04,36.72999954223633,63.56999969482422
2012-04-05,36.73500061035156,62.279998779296875
2012-04-09,36.435001373291016,61.83000183105469
2012-04-10,36.0099983215332,61.11000061035156
2012-04-11,36.060001373291016,61.04999923706055
2012-04-12,36.11000061035156,61.13999938964844
2012-04-13,35.970001220703125,61.22999954223633
2012-04-16,36.220001220703125,61.88999938964844
2012-04-17,36.974998474121094,62.459999084472656
2012-04-18,37.084999084472656,63.060001373291016
2012-04-19,36.90999984741211,62.61000061035156
2012-04-20,37.064998626708984,63.029998779296875
2012-04-23,36.845001220703125,62.790000915527344
2012-04-24,37.060001373291016,63.540000915527344
2012-04-25,37.46500015258789,63.869998931884766
2012-04-26,37.85499954223633,64.13999938964844
2012-04-27,38.314998626708984,64.29000091552734
2012-04-30,38.15999984741211,64.29000091552734
2012-05-01,38.46500015258789,64.58999633789062
2012-05-02,38.58000183105469,64.44000244140625
2012-05-03,38.720001220703125,64.19999694824219
2012-05-04,38.5,64.68000030517578
2012-05-07,38.63999938964844,64.41000366210938
2012-05-08,38.56999969482422,64.6500015258789
2012-05-09,38.38999938964844,64.80000305175781
2012-05-10,38.70500183105469,65.37000274658203
2012-05-11,38.73500061035156,65.16000366210938
2012-05-14,38.435001373291016,65.06999969482422
2012-05-15,38.28499984741211,65.04000091552734
2012-05-16,38.165000915527344,64.16999816894531
2012-05-17,37.560001373291016,64.29000091552734
2012-05-18,37.025001525878906,64.37999725341797
2012-05-21,37.255001068115234,64.16999816894531
2012-05-22,37.095001220703125,64.94999694824219
2012-05-23,37.275001525878906,64.80000305175781
2012-05-24,37.779998779296875,65.4000015258789
2012-05-25,37.6150016784668,65.87999725341797
2012-05-29,37.72999954223633,65.94000244140625
2012-05-30,37.529998779296875,65.55000305175781
2012-05-31,37.3650016784668,65.94000244140625
2012-06-01,36.54499816894531,67.05000305175781
2012-06-04,36.81999969482422,67.44000244140625
2012-06-05,36.619998931884766,67.83000183105469
2012-06-06,37.30500030517578,68.06999969482422
2012-06-07,37.13999938964844,68.66999816894531
2012-06-08,37.619998931884766,69.44999694824219
2012-06-11,37.33000183105469,68.94000244140625
2012-06-12,37.599998474121094,68.87999725341797
2012-06-13,37.345001220703125,68.55000305175781
2012-06-14,37.869998931884766,69.41999816894531
2012-06-15,38.04499816894531,69.77999877929688
2012-06-18,37.9900016784668,69.83999633789062
2012-06-19,37.869998931884766,69.30000305175781
2012-06-20,37.779998779296875,68.48999786376953
2012-06-21,37.334999084472656,68.25
2012-06-22,37.470001220703125,68.63999938964844
2012-06-25,37.3849983215332,68.79000091552734
2012-06-26,37.540000915527344,68.69999694824219
2012-06-27,38.16999816894531,69.02999877929688
2012-06-28,38.28499984741211,69.18000030517578
2012-06-29,39.095001220703125,69.18000030517578
2012-07-02,39.459999084472656,69.83999633789062
2012-07-03,39.58000183105469,68.69000244140625
2012-07-05,39.224998474121094,68.56999969482422
2012-07-06,39.07500076293945,66.2300033569336
2012-07-09,38.9900016784668,65.30999755859375
2012-07-10,38.9900016784668,66.13999938964844
2012-07-11,38.72999954223633,66.4800033569336
2012-07-12,38.31999969482422,66.63999938964844
2012-07-13,38.63999938964844,66.73999786376953
2012-07-16,38.2400016784668,66.73999786376953
2012-07-17,38.845001220703125,66.33999633789062
2012-07-18,38.720001220703125,66.06999969482422
2012-07-19,38.775001525878906,66.12000274658203
2012-07-20,38.51499938964844,66.22000122070312
2012-07-23,38.439998626708984,65.5
2012-07-24,38.33000183105469,65.2699966430664
2012-07-25,38.5099983215332,65.81999969482422
2012-07-26,39.42499923706055,67.33999633789062
2012-07-27,40.005001068115234,67.45999908447266
2012-07-30,40.560001373291016,68.06999969482422
2012-07-31,40.400001525878906,67.77999877929688
2012-08-01,40.505001068115234,67.5199966430664
2012-08-02,39.875,67.45999908447266
2012-08-03,40.415000915527344,68.5999984741211
2012-08-06,40.31999969482422,68.20999908447266
2012-08-07,39.8849983215332,68.05000305175781
2012-08-08,39.779998779296875,68.04000091552734
2012-08-09,39.619998931884766,68.08999633789062
2012-08-10,39.39500045776367,67.8499984741211
2012-08-13,39.29999923706055,68.22000122070312
2012-08-14,39.380001068115234,68.19999694824219
2012-08-15,39.349998474121094,66.7699966430664
2012-08-16,39.54999923706055,66.69000244140625
2012-08-17,39.529998779296875,66.48999786376953
2012-08-20,39.470001220703125,66.44000244140625
2012-08-21,39.2599983215332,66.05999755859375
2012-08-22,38.77000045776367,66.0
2012-08-23,38.11000061035156,65.23999786376953
2012-08-24,38.470001220703125,65.47000122070312
2012-08-27,38.16999816894531,65.51000213623047
2012-08-28,38.0,65.37000274658203
2012-08-29,37.459999084472656,65.30999755859375
2012-08-30,37.13999938964844,64.80999755859375
2012-08-31,37.400001525878906,64.77999877929688
2012-09-04,37.279998779296875,64.80999755859375
2012-09-05,37.5099983215332,64.47000122070312
2012-09-06,38.150001525878906,65.0
2012-09-07,37.900001525878906,64.72000122070312
2012-09-10,37.65999984741211,64.83000183105469
2012-09-11,37.77000045776367,64.45999908447266
2012-09-12,37.54999923706055,64.05000305175781
2012-09-13,38.349998474121094,64.66000366210938
2012-09-14,38.119998931884766,64.19000244140625
2012-09-17,38.349998474121094,64.13999938964844
2012-09-18,38.619998931884766,63.15999984741211
2012-09-19,38.52000045776367,63.43000030517578
2012-09-20,38.63999938964844,63.93000030517578
2012-09-21,38.029998779296875,64.08000183105469
2012-09-24,38.119998931884766,64.6500015258789
2012-09-25,37.68000030517578,64.33999633789062
2012-09-26,37.7599983215332,64.33000183105469
2012-09-27,38.310001373291016,64.05999755859375
2012-09-28,37.93000030517578,64.79000091552734
2012-10-01,38.380001068115234,64.37999725341797
2012-10-02,38.34000015258789,64.76000213623047
2012-10-03,38.2400016784668,64.77999877929688
2012-10-04,38.33000183105469,65.38999938964844
2012-10-05,38.58000183105469,64.9800033569336
2012-10-08,38.58000183105469,65.2300033569336
2012-10-09,38.560001373291016,65.29000091552734
2012-10-10,38.09000015258789,64.77999877929688
2012-10-11,38.11000061035156,64.4800033569336
2012-10-12,38.22999954223633,64.16000366210938
2012-10-15,38.130001068115234,64.55999755859375
2012-10-16,37.900001525878906,64.55999755859375
2012-10-17,37.7400016784668,65.2699966430664
2012-10-18,37.84000015258789,65.5999984741211
2012-10-19,37.400001525878906,65.51000213623047
2012-10-22,37.22999954223633,65.5
2012-10-23,36.61000061035156,64.98999786376953
2012-10-24,36.880001068115234,64.31999969482422
2012-10-25,37.09000015258789,64.75
2012-10-26,37.040000915527344,65.11000061035156
2012-10-31,37.18000030517578,65.69000244140625
2012-11-01,37.33000183105469,65.30999755859375
2012-11-02,37.08000183105469,64.94000244140625
2012-11-05,36.77000045776367,64.05999755859375
2012-11-06,37.41999816894531,64.06999969482422
2012-11-07,36.720001220703125,62.939998626708984
2012-11-08,36.36000061035156,62.560001373291016
2012-11-09,36.290000915527344,61.959999084472656
2012-11-12,36.08000183105469,61.45000076293945
2012-11-13,36.15999984741211,62.0099983215332
2012-11-14,36.0099983215332,60.7400016784668
2012-11-15,36.43000030517578,59.869998931884766
2012-11-16,36.560001373291016,60.900001525878906
2012-11-19,37.2400016784668,60.9900016784668
2012-11-20,37.25,60.790000915527344
2012-11-21,37.38999938964844,60.41999816894531
2012-11-23,37.93000030517578,60.45000076293945
2012-11-26,37.36000061035156,61.310001373291016
2012-11-27,37.41999816894531,61.59000015258789
2012-11-28,37.560001373291016,61.70000076293945
2012-11-29,37.970001220703125,62.38999938964844
2012-11-30,37.91999816894531,63.81999969482422
2012-12-03,37.380001068115234,63.970001220703125
2012-12-04,37.150001525878906,63.599998474121094
2012-12-05,37.310001373291016,64.45999908447266
2012-12-06,37.380001068115234,64.16999816894531
2012-12-07,37.709999084472656,64.31999969482422
2012-12-10,37.63999938964844,64.31999969482422
2012-12-11,37.86000061035156,64.27999877929688
2012-12-12,37.63999938964844,64.30000305175781
2012-12-13,37.599998474121094,63.91999816894531
2012-12-14,37.65999984741211,63.810001373291016
2012-12-17,37.5,64.76000213623047
2012-12-18,37.279998779296875,65.51000213623047
2012-12-19,36.779998779296875,64.75
2012-12-20,37.04999923706055,65.05000305175781
2012-12-21,36.88999938964844,64.51000213623047
2012-12-24,36.72999954223633,64.58000183105469
2012-12-26,36.41999816894531,64.06999969482422
2012-12-27,36.41999816894531,63.709999084472656
2012-12-28,35.970001220703125,63.0099983215332
2012-12-31,36.25,63.79999923706055
2013-01-02,37.599998474121094,65.01000213623047
2013-01-03,37.599998474121094,64.87000274658203
2013-01-04,37.65999984741211,65.05999755859375
2013-01-07,37.29999923706055,64.75
2013-01-08,37.040000915527344,64.9000015258789
2013-01-09,37.029998779296875,65.01000213623047
2013-01-10,36.959999084472656,65.37000274658203
2013-01-11,36.90999984741211,65.69000244140625
2013-01-14,36.9900016784668,65.38999938964844
2013-01-15,37.31999969482422,66.05000305175781
2013-01-16,37.31999969482422,65.7300033569336
2013-01-17,37.5099983215332,66.0199966430664
2013-01-18,37.70000076293945,66.80999755859375
2013-01-22,37.130001068115234,67.30999755859375
2013-01-23,37.130001068115234,67.41000366210938
2013-01-24,37.11000061035156,67.80000305175781
2013-01-25,37.04999923706055,67.91999816894531
2013-01-28,37.0099983215332,67.62999725341797
2013-01-29,37.41999816894531,67.9800033569336
2013-01-30,37.5,68.44000244140625
2013-01-31,37.2400016784668,68.73999786376953
2013-02-01,37.540000915527344,68.83999633789062
2013-02-04,37.349998474121094,68.3499984741211
2013-02-05,38.13999938964844,68.87999725341797
2013-02-06,38.310001373291016,69.11000061035156
2013-02-07,38.90999984741211,69.04000091552734
2013-02-08,38.77000045776367,69.0
2013-02-11,38.61000061035156,69.13999938964844
2013-02-12,37.560001373291016,69.5
2013-02-13,37.209999084472656,68.81999969482422
2013-02-14,36.84000015258789,68.0
2013-02-15,37.41999816894531,68.05999755859375
2013-02-19,37.66999816894531,68.95999908447266
2013-02-20,37.72999954223633,68.8499984741211
2013-02-21,37.709999084472656,68.83000183105469
2013-02-22,38.52000045776367,69.45999908447266
2013-02-25,37.720001220703125,69.11000061035156
2013-02-26,38.11000061035156,69.58999633789062
2013-02-27,38.45000076293945,70.12999725341797
2013-02-28,38.720001220703125,69.25
2013-03-01,38.70000076293945,69.25
2013-03-04,38.81999969482422,69.70999908447266
2013-03-05,38.68000030517578,70.16000366210938
2013-03-06,39.02000045776367,69.87999725341797
2013-03-07,39.119998931884766,69.55000305175781
2013-03-08,39.220001220703125,69.63999938964844
2013-03-11,39.310001373291016,69.79000091552734
2013-03-12,38.959999084472656,69.54000091552734
2013-03-13,38.59000015258789,69.91000366210938
2013-03-14,39.02000045776367,69.93000030517578
2013-03-15,38.83000183105469,69.94999694824219
2013-03-18,38.7599983215332,69.62000274658203
2013-03-19,39.33000183105469,69.91000366210938
2013-03-20,39.869998931884766,70.4000015258789
2013-03-21,40.06999969482422,70.26000213623047
2013-03-22,40.040000915527344,70.61000061035156
2013-03-25,40.119998931884766,70.27999877929688
2013-03-26,40.689998626708984,70.94999694824219
2013-03-27,40.220001220703125,71.72000122070312
2013-03-28,40.439998626708984,72.58999633789062
2013-04-01,40.45000076293945,72.31999969482422
2013-04-02,40.720001220703125,72.62000274658203
2013-04-03,40.16999816894531,71.70999908447266
2013-04-04,40.540000915527344,71.79000091552734
2013-04-05,40.08000183105469,72.05000305175781
2013-04-08,40.86000061035156,73.01000213623047
2013-04-09,40.709999084472656,72.62000274658203
2013-04-10,41.06999969482422,72.79000091552734
2013-04-11,41.18000030517578,73.16999816894531
